Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
15,Female,4.34,Smartphone,TRUE,0.38,Anxiety,Urban
17,Male,3.06,Smartphone,TRUE,0.36,"Poor Sleep, Eye Strain",Rural
10,Female,3.39,TV,TRUE,0.44,"Poor Sleep, Eye Strain",Rural
10,Male,4.23,Smartphone,TRUE,0.54,"Poor Sleep, Eye Strain",Rural
15,Female,2.67,Laptop,FALSE,0.45,None,Rural
12,Male,4.35,Smartphone,TRUE,0.39,Eye Strain,Urban
10,Male,0,Tablet,FALSE,0.45,None,Rural
17,Male,5.11,Smartphone,TRUE,0.47,None,Urban
18,Female,3.52,Laptop,TRUE,0.33,Poor Sleep,Urban
8,Female,2.27,TV,TRUE,0.44,None,Urban
10,Female,0,Tablet,FALSE,0.58,None,Urban
16,Male,3.21,Smartphone,TRUE,0.48,None,Rural
12,Female,3.45,Smartphone,TRUE,0.4,"Anxiety, Obesity Risk",Urban
17,Male,3.25,Laptop,TRUE,0.47,Poor Sleep,Urban
9,Male,7.73,Smartphone,TRUE,0.59,"Poor Sleep, Anxiety",Rural
14,Male,3.58,Smartphone,TRUE,0.37,Poor Sleep,Urban
9,Male,3.52,Smartphone,TRUE,0.43,"Poor Sleep, Anxiety",Urban
11,Female,3.73,Smartphone,TRUE,0.3,Poor Sleep,Urban
14,Male,5.47,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
11,Female,3.7,Laptop,TRUE,0.39,None,Rural
14,Male,2.09,Smartphone,FALSE,0.47,None,Urban
14,Female,2.88,Laptop,FALSE,0.42,None,Urban
8,Female,9.33,Smartphone,TRUE,0.4,Poor Sleep,Rural
13,Male,3.93,Laptop,TRUE,0.5,"Poor Sleep, Anxiety",Urban
16,Female,5.01,TV,TRUE,0.35,Eye Strain,Urban
9,Male,3.93,Tablet,TRUE,0.57,"Poor Sleep, Obesity Risk",Urban
10,Female,4.61,TV,TRUE,0.57,"Poor Sleep, Eye Strain",Urban
17,Male,4.16,Smartphone,TRUE,0.37,Eye Strain,Urban
12,Female,3.34,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Female,3.54,Smartphone,TRUE,0.47,"Poor Sleep, Eye Strain",Rural
11,Male,4.15,Smartphone,TRUE,0.5,Poor Sleep,Urban
8,Female,1.84,TV,FALSE,0.59,None,Urban
11,Female,5.14,Smartphone,TRUE,0.48,None,Urban
13,Female,7.05,Tablet,TRUE,0.45,"Poor Sleep, Anxiety",Rural
12,Female,5.74,Smartphone,TRUE,0.38,Eye Strain,Urban
8,Male,6.98,Smartphone,TRUE,0.59,Poor Sleep,Urban
11,Male,5.31,Laptop,TRUE,0.38,Poor Sleep,Urban
13,Male,4.34,Laptop,TRUE,0.33,Anxiety,Urban
17,Male,3.96,Smartphone,TRUE,0.41,Poor Sleep,Rural
17,Female,7.15,Smartphone,TRUE,0.49,"Poor Sleep, Eye Strain",Rural
11,Female,4.6,Smartphone,TRUE,0.46,Poor Sleep,Urban
16,Male,3.24,Smartphone,TRUE,0.47,Poor Sleep,Urban
12,Female,4.96,Smartphone,TRUE,0.39,None,Urban
15,Male,3.23,TV,TRUE,0.41,None,Urban
16,Male,4.57,Tablet,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
17,Female,6.79,Smartphone,TRUE,0.31,Anxiety,Urban
12,Female,5.6,Smartphone,TRUE,0.48,"Poor Sleep, Eye Strain",Urban
13,Female,4.85,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
8,Female,6.82,TV,TRUE,0.43,None,Rural
18,Female,4.71,Laptop,TRUE,0.42,Eye Strain,Urban
14,Male,4.46,Tablet,TRUE,0.44,"Eye Strain, Obesity Risk",Rural
11,Female,2.35,TV,FALSE,0.45,None,Rural
18,Female,2.57,TV,FALSE,0.45,None,Urban
9,Male,7.04,Tablet,TRUE,0.57,"Poor Sleep, Eye Strain, Obesity Risk",Urban
12,Male,4.69,Tablet,TRUE,0.5,Poor Sleep,Urban
10,Male,7.69,TV,TRUE,0.46,Poor Sleep,Urban
13,Male,4.88,Smartphone,TRUE,0.35,"Poor Sleep, Anxiety",Urban
15,Female,6.67,Tablet,TRUE,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Rural
14,Female,3.33,Smartphone,TRUE,0.4,Eye Strain,Urban
10,Female,0.64,Tablet,FALSE,0.51,None,Urban
15,Female,3.08,Tablet,TRUE,0.32,Poor Sleep,Urban
9,Male,7.27,TV,TRUE,0.46,"Poor Sleep, Anxiety, Obesity Risk",Urban
17,Female,3.57,TV,TRUE,0.4,Poor Sleep,Urban
16,Male,6.42,TV,TRUE,0.39,"Poor Sleep, Eye Strain, Anxiety",Urban
11,Male,4.75,Smartphone,TRUE,0.49,"Poor Sleep, Obesity Risk",Urban
8,Female,1.35,Tablet,FALSE,0.44,None,Urban
15,Female,6.09,Laptop,TRUE,0.36,"Poor Sleep, Anxiety",Urban
14,Female,3.82,Smartphone,TRUE,0.3,Obesity Risk,Urban
18,Male,4.03,TV,TRUE,0.42,Poor Sleep,Urban
12,Male,4.91,Smartphone,TRUE,0.42,"Poor Sleep, Anxiety",Urban
17,Female,4.77,TV,TRUE,0.4,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
12,Male,4.53,Smartphone,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
14,Female,6.47,Smartphone,TRUE,0.31,Poor Sleep,Rural
12,Male,4.56,Smartphone,TRUE,0.4,None,Urban
15,Male,6.34,TV,TRUE,0.31,"Poor Sleep, Anxiety",Urban
18,Male,4.49,Laptop,TRUE,0.35,Poor Sleep,Urban
13,Female,2.38,TV,FALSE,0.36,None,Urban
12,Male,5.33,Tablet,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
16,Male,5.95,Smartphone,TRUE,0.33,None,Urban
18,Female,5.23,TV,TRUE,0.47,Anxiety,Rural
9,Female,6.58,Smartphone,TRUE,0.55,None,Urban
8,Male,4.75,Tablet,TRUE,0.58,"Poor Sleep, Eye Strain",Urban
15,Female,6.18,Tablet,TRUE,0.43,Poor Sleep,Urban
10,Male,5.56,Smartphone,TRUE,0.4,Poor Sleep,Urban
18,Female,4.24,Laptop,TRUE,0.36,None,Urban
14,Male,5.93,Smartphone,TRUE,0.38,"Poor Sleep, Obesity Risk",Urban
17,Male,4.74,Smartphone,TRUE,0.36,None,Rural
18,Male,7.69,Smartphone,TRUE,0.3,None,Urban
15,Female,3.69,Smartphone,TRUE,0.49,Poor Sleep,Rural
13,Male,0.65,Smartphone,FALSE,0.36,None,Urban
17,Female,3.98,Smartphone,TRUE,0.48,Anxiety,Urban
16,Male,4.79,TV,TRUE,0.48,"Poor Sleep, Anxiety, Obesity Risk",Rural
14,Male,6.72,Smartphone,TRUE,0.47,Poor Sleep,Urban
17,Female,1.39,Laptop,FALSE,0.45,None,Rural
12,Male,5.12,Laptop,TRUE,0.37,"Eye Strain, Obesity Risk",Urban
15,Male,3.22,Smartphone,TRUE,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban
9,Female,4.64,Tablet,TRUE,0.51,Poor Sleep,Rural
14,Female,3.48,Smartphone,TRUE,0.42,None,Urban
11,Female,4.09,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain",Rural
16,Female,5.68,Smartphone,TRUE,0.35,None,Urban
8,Male,2.93,TV,TRUE,0.54,None,Urban
14,Female,5,TV,TRUE,0.38,"Poor Sleep, Anxiety",Urban
13,Female,4.68,Smartphone,TRUE,0.36,Poor Sleep,Urban
15,Male,6.5,Smartphone,TRUE,0.43,"Eye Strain, Obesity Risk",Urban
12,Female,5.88,Laptop,TRUE,0.38,Poor Sleep,Urban
8,Female,6.61,Smartphone,TRUE,0.59,None,Urban
8,Female,1.56,TV,FALSE,0.48,None,Rural
16,Male,4.52,TV,TRUE,0.48,None,Urban
17,Female,6.26,Smartphone,TRUE,0.33,Eye Strain,Urban
13,Female,1.68,Tablet,FALSE,0.41,None,Rural
17,Male,4.31,TV,TRUE,0.47,"Poor Sleep, Anxiety",Urban
12,Male,4.8,Laptop,TRUE,0.32,Poor Sleep,Urban
8,Female,4.15,Smartphone,TRUE,0.43,Poor Sleep,Urban
13,Male,3.2,Laptop,TRUE,0.38,"Eye Strain, Anxiety",Urban
13,Female,2.93,TV,FALSE,0.36,None,Rural
10,Male,1.96,TV,FALSE,0.49,None,Urban
15,Male,3.6,Smartphone,TRUE,0.36,"Poor Sleep, Eye Strain",Rural
8,Male,7.39,TV,TRUE,0.52,None,Urban
8,Female,2.17,Smartphone,TRUE,0.47,None,Rural
13,Female,5.62,TV,TRUE,0.38,"Poor Sleep, Anxiety",Rural
17,Female,6.3,TV,TRUE,0.31,"Eye Strain, Obesity Risk",Urban
8,Male,2.35,Smartphone,TRUE,0.44,None,Urban
13,Male,4.41,Tablet,TRUE,0.35,Poor Sleep,Rural
8,Male,8.52,Tablet,TRUE,0.41,"Poor Sleep, Anxiety",Urban
13,Female,4.25,TV,TRUE,0.35,Poor Sleep,Urban
10,Female,1.9,Smartphone,FALSE,0.52,None,Urban
15,Male,4.32,Tablet,TRUE,0.45,Poor Sleep,Urban
13,Male,2.73,TV,FALSE,0.36,None,Urban
18,Male,6.54,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,9.4,Smartphone,TRUE,0.54,"Eye Strain, Obesity Risk",Urban
12,Male,4.89,TV,TRUE,0.39,"Poor Sleep, Anxiety",Rural
15,Male,6.34,TV,TRUE,0.47,"Poor Sleep, Anxiety",Urban
10,Male,0,Tablet,FALSE,0.51,None,Rural
13,Male,4.9,Smartphone,TRUE,0.43,None,Urban
12,Male,6.21,Smartphone,TRUE,0.46,None,Urban
13,Female,4.7,Smartphone,TRUE,0.41,Anxiety,Urban
17,Male,3.92,Laptop,TRUE,0.31,"Poor Sleep, Obesity Risk",Urban
8,Male,2.06,Tablet,TRUE,0.42,None,Rural
14,Female,4.17,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
16,Male,6.29,Smartphone,TRUE,0.45,Poor Sleep,Urban
9,Male,6.12,Smartphone,TRUE,0.46,Poor Sleep,Rural
17,Female,5.35,TV,TRUE,0.46,None,Urban
12,Female,3.43,Smartphone,TRUE,0.49,Poor Sleep,Rural
17,Male,4.25,TV,TRUE,0.45,"Poor Sleep, Eye Strain",Urban
11,Male,6.72,Tablet,TRUE,0.5,Poor Sleep,Urban
13,Male,6.71,Tablet,TRUE,0.48,Poor Sleep,Urban
13,Female,4.04,Tablet,TRUE,0.4,"Poor Sleep, Eye Strain",Urban
18,Male,7.02,Smartphone,TRUE,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural
9,Male,6.9,Tablet,TRUE,0.5,None,Urban
9,Male,4.47,Tablet,TRUE,0.47,None,Rural
11,Male,4.37,Smartphone,TRUE,0.39,Poor Sleep,Urban
8,Female,3.15,Smartphone,TRUE,0.5,"Poor Sleep, Eye Strain, Anxiety",Rural
16,Male,3.46,Laptop,TRUE,0.33,Poor Sleep,Rural
14,Male,4.7,Smartphone,TRUE,0.38,Poor Sleep,Urban
14,Female,4.42,Smartphone,TRUE,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Rural
10,Male,4.59,Smartphone,TRUE,0.54,"Poor Sleep, Eye Strain",Urban
18,Female,5.49,Tablet,TRUE,0.35,Poor Sleep,Urban
10,Female,6.03,Smartphone,TRUE,0.45,"Poor Sleep, Eye Strain",Urban
8,Female,0,Smartphone,FALSE,0.49,None,Urban
10,Male,9.16,TV,TRUE,0.56,None,Urban
10,Female,4.38,Smartphone,TRUE,0.59,"Eye Strain, Anxiety",Urban
11,Female,4.42,Laptop,TRUE,0.32,None,Urban
11,Male,3.56,Smartphone,TRUE,0.36,"Poor Sleep, Eye Strain, Anxiety",Rural
10,Female,5.03,TV,TRUE,0.4,"Poor Sleep, Obesity Risk",Urban
17,Male,4.92,TV,TRUE,0.34,None,Urban
15,Male,3.65,TV,TRUE,0.34,"Anxiety, Obesity Risk",Urban
15,Female,3.6,Smartphone,TRUE,0.44,Eye Strain,Rural
8,Female,4.93,TV,TRUE,0.43,None,Urban
14,Male,5.58,Smartphone,TRUE,0.4,Poor Sleep,Urban
18,Male,4.08,Smartphone,TRUE,0.34,"Poor Sleep, Eye Strain",Urban
9,Male,4.46,Smartphone,TRUE,0.51,Anxiety,Urban
8,Male,7.89,Tablet,TRUE,0.5,None,Urban
10,Male,6.81,TV,TRUE,0.5,"Poor Sleep, Anxiety",Rural
11,Female,3.89,TV,TRUE,0.44,Poor Sleep,Urban
13,Male,6.04,TV,TRUE,0.47,None,Urban
17,Male,4.9,Laptop,TRUE,0.41,"Poor Sleep, Eye Strain",Rural
12,Female,5,Smartphone,TRUE,0.41,"Poor Sleep, Obesity Risk",Urban
11,Male,5.8,Smartphone,TRUE,0.39,Obesity Risk,Urban
15,Female,4.68,Laptop,TRUE,0.32,None,Rural
18,Male,5.82,TV,TRUE,0.38,Poor Sleep,Urban
11,Female,3.21,Smartphone,TRUE,0.44,Poor Sleep,Rural
17,Male,6.25,Laptop,TRUE,0.43,"Poor Sleep, Anxiety, Obesity Risk",Rural
9,Female,6.54,Smartphone,TRUE,0.43,Poor Sleep,Rural
10,Male,3.93,Smartphone,TRUE,0.49,"Poor Sleep, Anxiety",Urban
13,Female,2.19,TV,FALSE,0.48,None,Urban
15,Female,4.99,Smartphone,TRUE,0.35,"Poor Sleep, Anxiety",Rural
15,Female,2.46,TV,FALSE,0.35,None,Rural
18,Female,3.63,Smartphone,TRUE,0.4,"Poor Sleep, Anxiety",Urban
16,Male,4.11,Smartphone,TRUE,0.46,Eye Strain,Rural
14,Male,5.15,Smartphone,TRUE,0.4,Poor Sleep,Rural
9,Male,1.14,Smartphone,FALSE,0.48,None,Urban
15,Female,3.78,Smartphone,TRUE,0.4,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Female,6.21,Smartphone,TRUE,0.34,Eye Strain,Urban
15,Male,5.06,TV,TRUE,0.47,None,Urban
10,Female,0,TV,FALSE,0.59,None,Urban
14,Female,3.29,Smartphone,TRUE,0.44,Poor Sleep,Urban
17,Male,5.51,TV,TRUE,0.33,"Poor Sleep, Anxiety",Urban
16,Male,5.59,Smartphone,TRUE,0.41,Anxiety,Urban
10,Female,0,Smartphone,FALSE,0.51,None,Urban
17,Female,4.77,Laptop,TRUE,0.33,Poor Sleep,Rural
13,Female,3.44,Smartphone,TRUE,0.44,"Poor Sleep, Eye Strain",Urban
9,Male,6.97,Tablet,TRUE,0.52,"Poor Sleep, Eye Strain",Urban
9,Female,3.98,TV,TRUE,0.52,None,Urban
12,Female,3.52,Laptop,TRUE,0.41,None,Urban
12,Female,5.88,Smartphone,TRUE,0.4,None,Rural
14,Female,4.91,Laptop,TRUE,0.39,"Poor Sleep, Eye Strain",Urban
9,Male,6.05,Smartphone,TRUE,0.5,Poor Sleep,Urban
18,Male,3.85,TV,TRUE,0.4,Poor Sleep,Urban
14,Male,6.09,Laptop,TRUE,0.46,None,Urban
12,Male,4.64,Laptop,TRUE,0.42,"Poor Sleep, Anxiety",Urban
13,Female,4.47,Smartphone,TRUE,0.32,Poor Sleep,Rural
15,Female,5.6,TV,TRUE,0.47,None,Rural
17,Male,4.05,Smartphone,TRUE,0.4,"Poor Sleep, Eye Strain",Rural
11,Female,6.36,Smartphone,TRUE,0.33,"Poor Sleep, Obesity Risk",Urban
14,Male,4.29,TV,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
13,Male,4.69,Smartphone,TRUE,0.49,Poor Sleep,Urban
17,Female,4.01,Smartphone,TRUE,0.34,Eye Strain,Urban
9,Female,5.38,Smartphone,TRUE,0.47,Poor Sleep,Urban
15,Male,4.75,Smartphone,TRUE,0.38,Obesity Risk,Rural
17,Male,4.21,Tablet,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
16,Female,4.3,Laptop,TRUE,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
12,Male,4.23,TV,TRUE,0.41,Poor Sleep,Urban
17,Male,4.14,Smartphone,TRUE,0.32,None,Urban
11,Male,3.38,Tablet,TRUE,0.31,"Poor Sleep, Obesity Risk",Urban
13,Male,3.57,Laptop,TRUE,0.38,Poor Sleep,Rural
15,Female,3.27,TV,TRUE,0.47,"Poor Sleep, Anxiety",Rural
18,Male,5.54,Smartphone,TRUE,0.36,Eye Strain,Urban
10,Female,7.69,Smartphone,TRUE,0.48,"Poor Sleep, Anxiety",Urban
17,Female,4.06,Smartphone,TRUE,0.45,Eye Strain,Urban
18,Male,5.17,TV,TRUE,0.43,None,Urban
18,Female,4.18,TV,TRUE,0.38,Anxiety,Rural
8,Male,3.6,Smartphone,TRUE,0.41,Poor Sleep,Urban
11,Female,3.57,Smartphone,TRUE,0.49,None,Urban
11,Male,5.53,Smartphone,TRUE,0.49,Anxiety,Urban
8,Male,5.76,TV,TRUE,0.45,"Poor Sleep, Eye Strain",Urban
16,Male,5.6,TV,TRUE,0.33,Poor Sleep,Rural
10,Male,4.53,Smartphone,TRUE,0.57,None,Urban
12,Female,3.78,Laptop,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
13,Female,3.68,Smartphone,TRUE,0.37,Poor Sleep,Urban
15,Female,3.87,Smartphone,TRUE,0.33,Poor Sleep,Urban
13,Male,4.61,Smartphone,TRUE,0.32,"Poor Sleep, Eye Strain",Urban
10,Female,2.24,TV,TRUE,0.42,None,Rural
13,Female,4.4,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
8,Female,7.4,Smartphone,TRUE,0.44,Poor Sleep,Rural
11,Female,1.95,Tablet,FALSE,0.37,None,Urban
13,Male,4.27,Laptop,TRUE,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban
14,Male,4.83,TV,TRUE,0.47,Eye Strain,Urban
18,Male,5.39,TV,TRUE,0.36,Poor Sleep,Urban
18,Female,4.71,Laptop,TRUE,0.34,"Poor Sleep, Obesity Risk",Urban
17,Male,6.48,Smartphone,TRUE,0.3,None,Urban
10,Male,7.45,Smartphone,TRUE,0.47,"Poor Sleep, Eye Strain",Rural
16,Male,4.86,Smartphone,TRUE,0.39,Poor Sleep,Rural
14,Male,5.01,Laptop,TRUE,0.47,Poor Sleep,Urban
8,Male,6.81,TV,TRUE,0.52,"Poor Sleep, Eye Strain",Urban
9,Male,6.08,Tablet,TRUE,0.42,"Poor Sleep, Obesity Risk",Urban
8,Female,4.82,Smartphone,TRUE,0.49,Anxiety,Rural
18,Male,3.36,Tablet,TRUE,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Male,4.89,Smartphone,TRUE,0.39,"Eye Strain, Anxiety, Obesity Risk",Rural
16,Male,6.13,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural
14,Female,3.74,Laptop,TRUE,0.33,"Eye Strain, Anxiety, Obesity Risk",Rural
17,Female,3.14,Smartphone,TRUE,0.42,Eye Strain,Urban
10,Female,6.13,Smartphone,TRUE,0.46,"Poor Sleep, Obesity Risk",Rural
12,Female,2.4,Smartphone,FALSE,0.42,None,Rural
11,Male,2.6,Laptop,FALSE,0.45,None,Urban
14,Female,3.73,TV,TRUE,0.41,Poor Sleep,Urban
16,Male,4.22,Smartphone,TRUE,0.49,Poor Sleep,Urban
9,Male,1.06,TV,FALSE,0.55,None,Urban
15,Female,6.01,TV,TRUE,0.45,Poor Sleep,Rural
16,Male,5.06,Tablet,TRUE,0.34,None,Urban
17,Male,6.05,Smartphone,TRUE,0.32,Poor Sleep,Urban
17,Female,5.84,TV,TRUE,0.43,Poor Sleep,Urban
16,Female,7.69,Tablet,TRUE,0.43,"Poor Sleep, Anxiety",Urban
17,Male,4.22,TV,TRUE,0.34,None,Urban
14,Male,4.04,Smartphone,TRUE,0.37,Poor Sleep,Urban
16,Male,4.36,Tablet,TRUE,0.35,None,Urban
16,Female,5.77,TV,TRUE,0.48,"Poor Sleep, Eye Strain",Rural
10,Female,9.74,Smartphone,TRUE,0.41,None,Rural
11,Male,4.54,Smartphone,TRUE,0.48,Poor Sleep,Rural
9,Male,4.41,Smartphone,TRUE,0.6,Poor Sleep,Urban
17,Female,5.73,Smartphone,TRUE,0.4,Eye Strain,Urban
10,Female,2.14,TV,TRUE,0.48,None,Urban
18,Female,5.92,TV,TRUE,0.44,Poor Sleep,Urban
18,Male,4.47,Smartphone,TRUE,0.34,"Poor Sleep, Anxiety",Urban
12,Female,6.87,Laptop,TRUE,0.4,"Poor Sleep, Eye Strain",Urban
12,Female,3.2,Smartphone,TRUE,0.42,Poor Sleep,Urban
13,Female,4.4,TV,TRUE,0.37,Obesity Risk,Urban
14,Male,5.62,Tablet,TRUE,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Female,4.4,Laptop,TRUE,0.31,"Poor Sleep, Eye Strain, Anxiety",Rural
8,Male,6.54,Tablet,TRUE,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,5.19,Tablet,TRUE,0.57,Poor Sleep,Urban
16,Female,4.55,Laptop,TRUE,0.41,Poor Sleep,Urban
17,Male,3.98,Laptop,TRUE,0.37,Poor Sleep,Urban
9,Male,7.76,Smartphone,TRUE,0.54,None,Urban
13,Male,3.54,Laptop,TRUE,0.38,Poor Sleep,Urban
18,Male,3.54,Laptop,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
18,Male,3.99,Tablet,TRUE,0.44,Poor Sleep,Urban
8,Male,2.49,Tablet,TRUE,0.56,None,Rural
10,Female,6.27,Smartphone,TRUE,0.47,Poor Sleep,Urban
9,Male,3.49,Tablet,TRUE,0.54,Poor Sleep,Urban
10,Female,3.8,TV,TRUE,0.53,Poor Sleep,Urban
12,Male,4.46,TV,TRUE,0.39,Poor Sleep,Urban
18,Female,5.64,Tablet,TRUE,0.31,Eye Strain,Urban
17,Male,6.03,Tablet,TRUE,0.42,Obesity Risk,Rural
13,Female,3.89,Smartphone,TRUE,0.44,Eye Strain,Urban
16,Male,3.86,Smartphone,TRUE,0.38,None,Urban
18,Male,6.46,TV,TRUE,0.42,"Poor Sleep, Obesity Risk",Rural
17,Male,4.15,Smartphone,TRUE,0.49,"Poor Sleep, Eye Strain",Urban
11,Female,6.06,Smartphone,TRUE,0.42,"Poor Sleep, Obesity Risk",Urban
14,Female,3.32,Laptop,TRUE,0.5,"Poor Sleep, Eye Strain, Obesity Risk",Urban
13,Female,3.99,Laptop,TRUE,0.31,Poor Sleep,Urban
9,Female,0.91,Smartphone,FALSE,0.5,None,Rural
17,Male,4.72,Smartphone,TRUE,0.38,Poor Sleep,Urban
18,Female,5.66,Smartphone,TRUE,0.35,Poor Sleep,Urban
18,Female,4.41,Smartphone,TRUE,0.38,Poor Sleep,Rural
18,Female,5.05,Tablet,TRUE,0.49,None,Urban
15,Female,6.33,Laptop,TRUE,0.36,"Poor Sleep, Obesity Risk",Rural
14,Female,5.17,Smartphone,TRUE,0.42,Poor Sleep,Urban
14,Male,4.24,Laptop,TRUE,0.4,Anxiety,Urban
15,Female,3.44,Laptop,TRUE,0.49,None,Urban
18,Male,6.08,TV,TRUE,0.44,Poor Sleep,Urban
8,Female,9.05,Smartphone,TRUE,0.53,Poor Sleep,Urban
8,Male,4.09,TV,TRUE,0.47,Poor Sleep,Rural
15,Female,3.23,Smartphone,TRUE,0.41,Anxiety,Urban
11,Male,3.69,Smartphone,TRUE,0.44,Eye Strain,Urban
12,Female,4.65,Smartphone,TRUE,0.45,"Poor Sleep, Obesity Risk",Rural
15,Female,4.72,Laptop,TRUE,0.31,None,Rural
12,Female,5.33,Smartphone,TRUE,0.48,Poor Sleep,Rural
17,Female,3.72,Smartphone,TRUE,0.47,"Poor Sleep, Eye Strain",Urban
11,Female,0.95,Smartphone,FALSE,0.41,None,Urban
13,Female,4.82,TV,TRUE,0.43,None,Urban
12,Male,4.5,Laptop,TRUE,0.4,"Poor Sleep, Obesity Risk",Urban
14,Male,6.83,Smartphone,TRUE,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Male,3.59,Smartphone,TRUE,0.5,Anxiety,Urban
14,Male,5.77,Smartphone,TRUE,0.38,None,Urban
11,Female,5.27,TV,TRUE,0.34,Poor Sleep,Rural
12,Female,5.27,Tablet,TRUE,0.49,"Poor Sleep, Eye Strain",Urban
10,Female,2.36,Tablet,TRUE,0.46,None,Rural
11,Female,5.73,TV,TRUE,0.42,Anxiety,Rural
11,Female,5.66,Laptop,TRUE,0.44,"Poor Sleep, Eye Strain",Urban
10,Male,3.47,Smartphone,TRUE,0.41,"Poor Sleep, Eye Strain",Rural
17,Female,3.37,Tablet,TRUE,0.31,Anxiety,Urban
12,Female,4.15,Tablet,TRUE,0.41,"Poor Sleep, Anxiety",Rural
12,Female,2.41,TV,FALSE,0.32,None,Urban
18,Male,4.18,Smartphone,TRUE,0.41,Eye Strain,Urban
14,Male,4.33,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
11,Male,5.63,TV,TRUE,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural
11,Female,2.74,Smartphone,FALSE,0.47,None,Rural
16,Female,3.62,Smartphone,TRUE,0.33,None,Rural
13,Female,3.17,TV,TRUE,0.32,Eye Strain,Rural
11,Male,3.65,Smartphone,TRUE,0.5,Eye Strain,Urban
9,Female,7.01,Smartphone,TRUE,0.54,Poor Sleep,Rural
13,Female,5.52,Smartphone,TRUE,0.39,"Poor Sleep, Eye Strain",Rural
9,Female,0.19,Smartphone,FALSE,0.45,None,Rural
12,Male,5.94,Laptop,TRUE,0.45,None,Urban
13,Female,5.29,Smartphone,TRUE,0.34,Poor Sleep,Urban
11,Male,3.87,Smartphone,TRUE,0.46,Anxiety,Rural
10,Male,5.83,Smartphone,TRUE,0.59,Poor Sleep,Urban
14,Male,2.43,Laptop,FALSE,0.39,None,Urban
9,Male,1.64,Smartphone,FALSE,0.46,None,Urban
18,Female,5.6,Smartphone,TRUE,0.35,"Poor Sleep, Eye Strain",Rural
13,Male,3.13,TV,TRUE,0.37,"Eye Strain, Anxiety, Obesity Risk",Rural
11,Female,4.72,Smartphone,TRUE,0.32,"Poor Sleep, Eye Strain",Rural
13,Male,5.59,Smartphone,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
11,Female,3.12,TV,TRUE,0.31,"Poor Sleep, Anxiety",Urban
11,Male,5.46,Smartphone,TRUE,0.45,"Poor Sleep, Anxiety",Urban
11,Female,2.09,Tablet,FALSE,0.36,None,Urban
16,Male,5.42,Smartphone,TRUE,0.48,"Poor Sleep, Eye Strain",Urban
14,Female,4.7,Smartphone,TRUE,0.43,Eye Strain,Urban
10,Male,8.19,TV,TRUE,0.57,Poor Sleep,Urban
10,Female,4.3,Tablet,TRUE,0.41,Poor Sleep,Urban
13,Female,4.92,TV,TRUE,0.43,Poor Sleep,Urban
13,Male,5.45,TV,TRUE,0.35,Anxiety,Rural
11,Female,6.5,Laptop,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
16,Male,3.78,Tablet,TRUE,0.36,Eye Strain,Rural
11,Male,4.88,Smartphone,TRUE,0.35,"Poor Sleep, Obesity Risk",Urban
16,Female,5.84,TV,TRUE,0.41,Poor Sleep,Urban
11,Male,2.88,Laptop,FALSE,0.45,None,Urban
9,Male,4.74,TV,TRUE,0.56,Poor Sleep,Urban
9,Female,6.56,Tablet,TRUE,0.58,Eye Strain,Urban
12,Female,2.73,Smartphone,FALSE,0.33,None,Rural
11,Female,5.79,Smartphone,TRUE,0.39,"Poor Sleep, Eye Strain",Rural
14,Female,3.74,TV,TRUE,0.47,Eye Strain,Rural
